Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,
Data,5,record,timestamp,745219002,s,position_lat,404563517,semicircles,position_long,-1400924550,semicircles,distance,39062.71,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219008,s,position_lat,404564436,semicircles,position_long,-1400922932,semicircles,distance,39077.91,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219014,s,position_lat,404565355,semicircles,position_long,-1400921313,semicircles,distance,39093.1,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219019,s,position_lat,404566274,semicircles,position_long,-1400919695,semicircles,distance,39108.29,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219025,s,position_lat,404567192,semicircles,position_long,-1400918076,semicircles,distance,39123.48,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219031,s,position_lat,404568111,semicircles,position_long,-1400916457,semicircles,distance,39138.67,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219036,s,position_lat,404569030,semicircles,position_long,-1400914839,semicircles,distance,39153.86,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219042,s,position_lat,404569949,semicircles,position_long,-1400913220,semicircles,distance,39169.05,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219048,s,position_lat,404570868,semicircles,position_long,-1400911602,semicircles,distance,39184.25,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219053,s,position_lat,404571787,semicircles,position_long,-1400909983,semicircles,distance,39199.44,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219059,s,position_lat,404572705,semicircles,position_long,-1400908364,semicircles,distance,39214.63,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219065,s,position_lat,404573624,semicircles,position_long,-1400906746,semicircles,distance,39229.82,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219070,s,position_lat,404574543,semicircles,position_long,-1400905127,semicircles,distance,39245.01,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219076,s,position_lat,404575462,semicircles,position_long,-1400903509,semicircles,distance,39260.2,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219082,s,position_lat,404576381,semicircles,position_long,-1400901890,semicircles,distance,39275.39,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219087,s,position_lat,404577300,semicircles,position_long,-1400900271,semicircles,distance,39290.58,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219093,s,position_lat,404578218,semicircles,position_long,-1400898653,semicircles,distance,39305.78,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219099,s,position_lat,404579137,semicircles,position_long,-1400897034,semicircles,distance,39320.97,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219104,s,position_lat,404580056,semicircles,position_long,-1400895415,semicircles,distance,39336.16,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219110,s,position_lat,404580975,semicircles,position_long,-1400893797,semicircles,distance,39351.35,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219116,s,position_lat,404581894,semicircles,position_long,-1400892178,semicircles,distance,39366.54,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219121,s,position_lat,404582813,semicircles,position_long,-1400890560,semicircles,distance,39381.73,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219127,s,position_lat,404583731,semicircles,position_long,-1400888941,semicircles,distance,39396.92,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219133,s,position_lat,404584650,semicircles,position_long,-1400887322,semicircles,distance,39412.12,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219138,s,position_lat,404585569,semicircles,position_long,-1400885704,semicircles,distance,39427.31,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219144,s,position_lat,404586488,semicircles,position_long,-1400884085,semicircles,distance,39442.5,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219150,s,position_lat,404587407,semicircles,position_long,-1400882466,semicircles,distance,39457.69,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219155,s,position_lat,404588325,semicircles,position_long,-1400880848,semicircles,distance,39472.88,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219161,s,position_lat,404589244,semicircles,position_long,-1400879229,semicircles,distance,39488.07,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219167,s,position_lat,404590163,semicircles,position_long,-1400877610,semicircles,distance,39503.26,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219172,s,position_lat,404591082,semicircles,position_long,-1400875992,semicircles,distance,39518.45,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219178,s,position_lat,404592001,semicircles,position_long,-1400874373,semicircles,distance,39533.64,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219184,s,position_lat,404592919,semicircles,position_long,-1400872754,semicircles,distance,39548.83,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219189,s,position_lat,404593838,semicircles,position_long,-1400871136,semicircles,distance,39564.03,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219195,s,position_lat,404594757,semicircles,position_long,-1400869517,semicircles,distance,39579.22,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219201,s,position_lat,404595676,semicircles,position_long,-1400867898,semicircles,distance,39594.41,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219206,s,position_lat,404596595,semicircles,position_long,-1400866280,semicircles,distance,39609.6,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219212,s,position_lat,404597513,semicircles,position_long,-1400864661,semicircles,distance,39624.79,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219218,s,position_lat,404598432,semicircles,position_long,-1400863042,semicircles,distance,39639.98,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219223,s,position_lat,404599351,semicircles,position_long,-1400861424,semicircles,distance,39655.17,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219229,s,position_lat,404600270,semicircles,position_long,-1400859805,semicircles,distance,39670.37,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219235,s,position_lat,404601189,semicircles,position_long,-1400858186,semicircles,distance,39685.56,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219240,s,position_lat,404602107,semicircles,position_long,-1400856568,semicircles,distance,39700.75,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219246,s,position_lat,404603026,semicircles,position_long,-1400854949,semicircles,distance,39715.94,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219252,s,position_lat,404603945,semicircles,position_long,-1400853330,semicircles,distance,39731.13,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219257,s,position_lat,404604864,semicircles,position_long,-1400851711,semicircles,distance,39746.32,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219263,s,position_lat,404605782,semicircles,position_long,-1400850093,semicircles,distance,39761.51,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219269,s,position_lat,404606701,semicircles,position_long,-1400848474,semicircles,distance,39776.71,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219274,s,position_lat,404607620,semicircles,position_long,-1400846855,semicircles,distance,39791.9,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219280,s,position_lat,404608539,semicircles,position_long,-1400845237,semicircles,distance,39807.09,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219286,s,position_lat,404609457,semicircles,position_long,-1400843618,semicircles,distance,39822.28,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219291,s,position_lat,404610376,semicircles,position_long,-1400841999,semicircles,distance,39837.47,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219297,s,position_lat,404611299,semicircles,position_long,-1400840378,semicircles,distance,39852.7,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219303,s,position_lat,404612221,semicircles,position_long,-1400838757,semicircles,distance,39867.92,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219308,s,position_lat,404613144,semicircles,position_long,-1400837136,semicircles,distance,39883.15,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219314,s,position_lat,404614066,semicircles,position_long,-1400835515,semicircles,distance,39898.37,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219320,s,position_lat,404614989,semicircles,position_long,-1400833895,semicircles,distance,39913.6,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219325,s,position_lat,404615911,semicircles,position_long,-1400832274,semicircles,distance,39928.82,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219331,s,position_lat,404616834,semicircles,position_long,-1400830653,semicircles,distance,39944.05,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219337,s,position_lat,404617757,semicircles,position_long,-1400829032,semicircles,distance,39959.27,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219342,s,position_lat,404618679,semicircles,position_long,-1400827411,semicircles,distance,39974.5,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219348,s,position_lat,404619602,semicircles,position_long,-1400825790,semicircles,distance,39989.73,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219354,s,position_lat,404620524,semicircles,position_long,-1400824169,semicircles,distance,40004.95,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219359,s,position_lat,404621447,semicircles,position_long,-1400822548,semicircles,distance,40020.17,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219365,s,position_lat,404622369,semicircles,position_long,-1400820927,semicircles,distance,40035.4,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219371,s,position_lat,404623292,semicircles,position_long,-1400819306,semicircles,distance,40050.62,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219376,s,position_lat,404624214,semicircles,position_long,-1400817685,semicircles,distance,40065.85,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219382,s,position_lat,404625137,semicircles,position_long,-1400816064,semicircles,distance,40081.08,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219388,s,position_lat,404626059,semicircles,position_long,-1400814443,semicircles,distance,40096.3,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219393,s,position_lat,404626982,semicircles,position_long,-1400812822,semicircles,distance,40111.53,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219399,s,position_lat,404627904,semicircles,position_long,-1400811201,semicircles,distance,40126.75,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219405,s,position_lat,404628827,semicircles,position_long,-1400809580,semicircles,distance,40141.98,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219411,s,position_lat,404629749,semicircles,position_long,-1400807959,semicircles,distance,40157.2,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219416,s,position_lat,404630672,semicircles,position_long,-1400806338,semicircles,distance,40172.43,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219422,s,position_lat,404631594,semicircles,position_long,-1400804717,semicircles,distance,40187.65,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219428,s,position_lat,404632517,semicircles,position_long,-1400803096,semicircles,distance,40202.88,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219433,s,position_lat,404633439,semicircles,position_long,-1400801475,semicircles,distance,40218.1,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219439,s,position_lat,404634362,semicircles,position_long,-1400799854,semicircles,distance,40233.33,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
